date,product_id,product_name,category,warehouse,region,beginning_inventory,current_inventory,daily_sales,units_sold,lost_sales,inventory_received,supplier_lead_time,reorder_point,unit_price,discount,promotion,day_of_week,month,season,demand_forecast,stockout_event,sales_rolling_mean_7_days,sales_rolling_mean_30_days,inventory_to_demand_ratio,days_of_inventory_remaining,demand_growth_rate,inventory_change,lead_time_demand,safety_stock_gap,reorder_risk,promotion_demand_change,historical_stockout_rate,stockout_within_next_7_days
2024-05-29,P0063,Water Bottle 2,Sports,Bengaluru DC,South,251,230,21,21,0,0,14,314,131.56,0.0,0,Wednesday,5,Spring,23.93,0,27.142857142857142,27.8,8.473684210526317,8.473684210526317,-0.02363823227132584,-21.0,380.0,-150.0,1,0.32839313572542905,0.11409395973154363,1
2024-05-30,P0063,Water Bottle 2,Sports,Bengaluru DC,South,230,206,24,24,0,0,11,314,131.56,0.0,0,Thursday,5,Spring,27.22,0,26.428571428571427,27.7,7.794594594594595,7.794594594594595,-0.04589994842702427,-24.0,290.7142857142857,-84.71428571428572,1,0.33126454615981377,0.11333333333333333,1
2024-05-31,P0063,Water Bottle 2,Sports,Bengaluru DC,South,206,181,25,25,0,0,11,314,131.56,0.0,0,Friday,5,Spring,25.3,0,27.142857142857142,27.666666666666668,6.6684210526315795,6.6684210526315795,-0.01893287435456116,-25.0,298.57142857142856,-117.57142857142856,1,0.3330763299922899,0.11258278145695365,1
2024-06-01,P0063,Water Bottle 2,Sports,Bengaluru DC,South,181,143,38,38,0,0,11,314,131.56,0.0,0,Saturday,6,Summer,35.63,0,25.714285714285715,27.5,5.561111111111111,5.561111111111111,-0.0649350649350649,-38.0,282.8571428571429,-139.8571428571429,1,0.33452502553626146,0.1118421052631579,1
2024-06-02,P0063,Water Bottle 2,Sports,Bengaluru DC,South,143,94,49,49,0,0,11,314,131.56,0.0,0,Sunday,6,Summer,37.0,0,27.571428571428573,28.166666666666668,3.409326424870466,3.409326424870466,-0.021132713440405734,-49.0,303.2857142857143,-209.28571428571428,1,0.3315629742033384,0.1111111111111111,1
2024-06-03,P0063,Water Bottle 2,Sports,Bengaluru DC,South,94,59,35,35,0,0,11,314,131.56,0.0,0,Monday,6,Summer,33.14,0,30.428571428571427,28.933333333333334,1.9389671361502347,1.9389671361502347,0.05167873601053318,-35.0,334.7142857142857,-275.7142857142857,1,0.325006245316013,0.11038961038961038,1
2024-06-04,P0063,Water Bottle 2,Sports,Bengaluru DC,South,59,14,45,45,0,0,11,314,131.56,0.0,0,Tuesday,6,Summer,31.68,0,33.142857142857146,29.133333333333333,0.42241379310344823,0.42241379310344823,0.13762667538411258,-45.0,364.5714285714286,-350.5714285714286,1,0.32317979197622576,0.10967741935483871,1
2024-06-05,P0063,Water Bottle 2,Sports,Bengaluru DC,South,14,0,30,14,16,0,16,314,131.56,0.0,0,Wednesday,6,Summer,29.74,1,33.857142857142854,29.666666666666668,0.0,0.0,0.1412520064205456,-14.0,541.7142857142857,-541.7142857142857,1,0.31814842027920653,0.10897435897435898,0
2024-06-06,P0063,Water Bottle 2,Sports,Bengaluru DC,South,314,289,25,25,0,314,11,314,131.56,0.0,0,Thursday,6,Summer,33.73,0,35.142857142857146,29.766666666666666,8.223577235772357,8.223577235772357,0.18061110222364435,289.0,386.5714285714286,-97.57142857142861,1,0.3180160466812545,0.11464968152866242,0
2024-06-07,P0063,Water Bottle 2,Sports,Bengaluru DC,South,289,260,29,29,0,0,11,314,131.56,0.0,0,Friday,6,Summer,35.78,0,35.285714285714285,29.6,7.368421052631579,7.368421052631579,0.192084942084942,-29.0,388.1428571428571,-128.1428571428571,1,0.319478008699855,0.11392405063291139,0
2024-06-08,P0063,Water Bottle 2,Sports,Bengaluru DC,South,260,219,41,41,0,0,11,314,131.56,0.0,0,Saturday,6,Summer,35.54,0,35.857142857142854,29.4,6.107569721115539,6.107569721115539,0.21963070942662774,-41.0,394.4285714285714,-175.4285714285714,1,0.3196544276457884,0.11320754716981132,0
2024-06-09,P0063,Water Bottle 2,Sports,Bengaluru DC,South,219,182,37,37,0,0,14,314,131.56,0.0,0,Sunday,6,Summer,35.35,0,36.285714285714285,29.8,5.015748031496063,5.015748031496063,0.2176414189837008,-37.0,508.0,-326.0,1,0.31606463878326996,0.1125,1
2024-06-10,P0063,Water Bottle 2,Sports,Bengaluru DC,South,182,159,23,23,0,0,11,314,131.56,0.0,0,Monday,6,Summer,28.5,0,34.57142857142857,30.133333333333333,4.599173553719009,4.599173553719009,0.14728192161820475,-23.0,380.2857142857143,-221.28571428571428,1,0.31378091872791514,0.11180124223602485,1
2024-06-11,P0063,Water Bottle 2,Sports,Bengaluru DC,South,159,133,26,26,0,0,16,314,131.56,0.0,0,Tuesday,6,Summer,32.44,0,32.857142857142854,29.3,4.047826086956522,4.047826086956522,0.1214041930765479,-26.0,525.7142857142857,-392.71428571428567,1,0.3158388003748828,0.1111111111111111,1
2024-06-12,P0063,Water Bottle 2,Sports,Bengaluru DC,South,133,110,23,23,0,0,11,314,131.56,0.0,0,Wednesday,6,Summer,30.29,0,30.142857142857142,29.133333333333333,3.6492890995260665,3.6492890995260665,0.03465184700882641,-23.0,331.57142857142856,-221.57142857142856,1,0.3169538891476478,0.11042944785276074,1
2024-06-13,P0063,Water Bottle 2,Sports,Bengaluru DC,South,110,75,35,35,0,0,11,314,131.56,0.0,0,Thursday,6,Summer,26.9,0,29.142857142857142,29.1,2.573529411764706,2.573529411764706,0.0014727540500735713,-35.0,320.57142857142856,-245.57142857142856,1,0.3189715079916608,0.10975609756097561,1
2024-06-14,P0063,Water Bottle 2,Sports,Bengaluru DC,South,75,40,35,35,0,0,15,314,131.56,0.0,0,Friday,6,Summer,23.93,0,30.571428571428573,29.7,1.308411214953271,1.308411214953271,0.029341029341029418,-35.0,458.5714285714286,-418.5714285714286,1,0.31732536764705876,0.10909090909090909,1
2024-06-15,P0063,Water Bottle 2,Sports,Bengaluru DC,South,40,11,29,29,0,0,11,314,131.56,0.0,0,Saturday,6,Summer,36.33,0,31.428571428571427,29.8,0.35000000000000003,0.35000000000000003,0.054650047938638466,-29.0,345.7142857142857,-334.7142857142857,1,0.3157054935035332,0.10843373493975904,1
2024-06-16,P0063,Water Bottle 2,Sports,Bengaluru DC,South,11,0,31,11,20,0,11,314,131.56,0.0,0,Sunday,6,Summer,32.28,1,29.714285714285715,30.2,0.0,0.0,-0.016083254493850462,-11.0,326.8571428571429,-326.8571428571429,1,0.3158967391304348,0.10778443113772455,0
2024-06-17,P0063,Water Bottle 2,Sports,Bengaluru DC,South,554,534,20,20,0,554,11,314,131.56,0.0,0,Monday,6,Summer,33.94,0,28.857142857142858,30.666666666666668,18.504950495049506,18.504950495049506,-0.059006211180124245,534.0,317.42857142857144,216.57142857142856,0,0.31549359118506853,0.1130952380952381,0
2024-06-18,P0063,Water Bottle 2,Sports,Bengaluru DC,South,534,504,30,30,0,0,11,314,131.56,0.0,0,Tuesday,6,Summer,31.44,0,28.428571428571427,30.4,17.728643216080403,17.728643216080403,-0.06484962406015038,-30.0,312.7142857142857,191.28571428571428,0,0.31833445265278704,0.11242603550295859,0
2024-06-19,P0063,Water Bottle 2,Sports,Bengaluru DC,South,504,476,28,28,0,0,15,314,131.56,0.0,0,Wednesday,6,Summer,25.34,0,29.0,30.466666666666665,16.413793103448278,16.413793103448278,-0.048140043763676095,-28.0,435.0,41.0,0,0.31821214142761844,0.11176470588235295,0
2024-06-20,P0063,Water Bottle 2,Sports,Bengaluru DC,South,476,448,28,28,0,0,11,314,131.56,0.0,0,Thursday,6,Summer,27.95,0,29.714285714285715,30.533333333333335,15.076923076923077,15.076923076923077,-0.026824703680598895,-28.0,326.8571428571429,121.14285714285711,0,0.3186740331491712,0.1111111111111111,0
2024-06-21,P0063,Water Bottle 2,Sports,Bengaluru DC,South,448,409,39,39,0,0,11,314,131.56,0.0,0,Friday,6,Summer,33.19,0,28.714285714285715,29.9,14.243781094527362,14.243781094527362,-0.03965599617773523,-39.0,315.8571428571429,93.14285714285711,0,0.31913024379529986,0.11046511627906977,0
2024-06-22,P0063,Water Bottle 2,Sports,Bengaluru DC,South,409,371,38,38,0,0,11,314,131.56,0.0,0,Saturday,6,Summer,38.72,0,29.285714285714285,30.333333333333332,12.668292682926829,12.668292682926829,-0.03453689167974882,-38.0,322.1428571428571,48.85714285714289,0,0.31641986062717775,0.10982658959537572,0
2024-06-23,P0063,Water Bottle 2,Sports,Bengaluru DC,South,371,330,41,41,0,0,11,314,131.56,0.0,0,Sunday,6,Summer,40.47,0,30.571428571428573,30.966666666666665,10.794392523364486,10.794392523364486,-0.012763339996924394,-41.0,336.2857142857143,-6.285714285714278,0,0.31403887688984883,0.10919540229885058,0
2024-06-24,P0063,Water Bottle 2,Sports,Bengaluru DC,South,330,294,36,36,0,0,11,314,131.56,0.0,0,Monday,6,Summer,30.61,0,32.0,31.166666666666668,9.1875,9.1875,0.026737967914438464,-36.0,352.0,-58.0,1,0.31085420680796405,0.10857142857142857,0
2024-06-25,P0063,Water Bottle 2,Sports,Bengaluru DC,South,294,255,39,39,0,0,11,314,131.56,0.0,0,Tuesday,6,Summer,31.84,0,34.285714285714285,31.533333333333335,7.4375,7.4375,0.08728480821504069,-39.0,377.1428571428571,-122.14285714285711,1,0.3091140854047164,0.10795454545454546,0
2024-06-26,P0063,Water Bottle 2,Sports,Bengaluru DC,South,255,220,35,35,0,0,11,314,131.56,0.0,0,Wednesday,6,Summer,32.56,0,35.57142857142857,31.866666666666667,6.184738955823294,6.184738955823294,0.11625821876867894,-35.0,391.2857142857143,-171.28571428571428,1,0.306573957016435,0.10734463276836158,1
2024-06-27,P0063,Water Bottle 2,Sports,Bengaluru DC,South,220,189,31,31,0,0,11,314,131.56,0.0,0,Thursday,6,Summer,36.63,0,36.57142857142857,32.5,5.16796875,5.16796875,0.12527472527472522,-31.0,402.2857142857143,-213.28571428571428,1,0.3051662832043505,0.10674157303370786,1
2024-06-28,P0063,Water Bottle 2,Sports,Bengaluru DC,South,189,164,25,25,0,0,11,314,131.56,0.0,0,Friday,6,Summer,26.15,0,37.0,32.2,4.4324324324324325,4.4324324324324325,0.14906832298136635,-25.0,407.0,-243.0,1,0.30486284289276816,0.10614525139664804,1
2024-06-29,P0063,Water Bottle 2,Sports,Bengaluru DC,South,164,132,32,32,0,0,11,314,131.56,0.0,0,Saturday,6,Summer,36.28,0,35.0,32.333333333333336,3.7714285714285714,3.7714285714285714,0.08247422680412363,-32.0,385.0,-253.0,1,0.30618151746950584,0.10555555555555556,1
2024-06-30,P0063,Water Bottle 2,Sports,Bengaluru DC,South,132,95,37,37,0,0,11,314,131.56,0.0,0,Sunday,6,Summer,38.03,0,34.142857142857146,32.6,2.7824267782426775,2.7824267782426775,0.04732690622261179,-37.0,375.5714285714286,-280.5714285714286,1,0.30560690080098585,0.10497237569060773,1
2024-07-01,P0063,Water Bottle 2,Sports,Bengaluru DC,South,95,60,35,35,0,0,11,314,131.56,0.0,0,Monday,7,Summer,33.32,0,33.57142857142857,33.0,1.7872340425531916,1.7872340425531916,0.017316017316017254,-35.0,369.2857142857143,-309.2857142857143,1,0.3037097431716266,0.1043956043956044,1
2024-07-02,P0063,Water Bottle 2,Sports,Bengaluru DC,South,60,22,38,38,0,0,11,314,131.56,0.1,1,Tuesday,7,Summer,43.11,0,33.42857142857143,32.9,0.6581196581196581,0.6581196581196581,0.016066000868432587,-38.0,367.7142857142857,-345.7142857142857,1,0.302367941712204,0.10382513661202186,1
2024-07-03,P0063,Water Bottle 2,Sports,Bengaluru DC,South,22,0,31,22,9,0,13,314,131.56,0.0,0,Wednesday,7,Summer,38.36,1,33.285714285714285,32.53333333333333,0.0,0.0,0.02312646370023422,-22.0,432.7142857142857,-432.7142857142857,1,0.3006103601444412,0.10326086956521739,1
2024-07-04,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,28,0,28,0,11,314,131.56,0.0,0,Thursday,7,Summer,27.3,1,32.714285714285715,32.4,0.0,0.0,0.00970017636684311,0.0,359.8571428571429,-359.8571428571429,1,0.30033450480586016,0.10810810810810811,0
2024-07-05,P0063,Water Bottle 2,Sports,Bengaluru DC,South,584,539,45,45,0,584,15,314,131.56,0.0,0,Friday,7,Summer,33.99,0,32.285714285714285,31.833333333333332,16.694690265486727,16.694690265486727,0.014210919970082279,539.0,484.2857142857143,54.71428571428572,0,0.3008421052631578,0.11290322580645161,0
2024-07-06,P0063,Water Bottle 2,Sports,Bengaluru DC,South,539,505,34,34,0,0,14,314,131.56,0.0,0,Saturday,7,Summer,30.28,0,35.142857142857146,32.333333333333336,14.369918699186991,14.369918699186991,0.08689248895434463,-34.0,492.00000000000006,12.999999999999943,0,0.29695894841166337,0.11229946524064172,0
2024-07-07,P0063,Water Bottle 2,Sports,Bengaluru DC,South,505,470,35,35,0,0,11,314,131.56,0.0,0,Sunday,7,Summer,33.83,0,35.42857142857143,32.63333333333333,13.266129032258064,13.266129032258064,0.08565591711659135,-35.0,389.7142857142857,80.28571428571428,0,0.29594511973969184,0.11170212765957446,0
2024-07-08,P0063,Water Bottle 2,Sports,Bengaluru DC,South,470,444,26,26,0,0,11,314,131.56,0.0,0,Monday,7,Summer,30.03,0,35.142857142857146,32.833333333333336,12.634146341463413,12.634146341463413,0.07034082668600436,-26.0,386.5714285714286,57.42857142857139,0,0.2946915587757034,0.1111111111111111,0
2024-07-09,P0063,Water Bottle 2,Sports,Bengaluru DC,South,444,409,35,35,0,0,11,314,131.56,0.0,0,Tuesday,7,Summer,32.63,0,33.857142857142854,32.333333333333336,12.080168776371309,12.080168776371309,0.04712812960235624,-35.0,372.4285714285714,36.57142857142861,0,0.29571984435797655,0.11052631578947368,0
2024-07-10,P0063,Water Bottle 2,Sports,Bengaluru DC,South,409,370,39,39,0,0,15,314,131.56,0.25,1,Wednesday,7,Summer,46.81,0,33.42857142857143,32.266666666666666,11.068376068376068,11.068376068376068,0.03600944510035428,-39.0,501.42857142857144,-131.42857142857144,0,0.2944825832697685,0.1099476439790576,0
2024-07-11,P0063,Water Bottle 2,Sports,Bengaluru DC,South,370,344,26,26,0,0,15,314,131.56,0.0,0,Thursday,7,Summer,27.48,0,34.57142857142857,32.8,9.950413223140496,9.950413223140496,0.05400696864111501,-26.0,518.5714285714286,-174.57142857142856,0,0.29457004830917877,0.109375,0
2024-07-12,P0063,Water Bottle 2,Sports,Bengaluru DC,South,344,321,23,23,0,0,13,314,131.56,0.0,0,Friday,7,Summer,35.81,0,34.285714285714285,32.8,9.3625,9.3625,0.04529616724738682,-23.0,445.7142857142857,-124.71428571428572,0,0.2955873870409537,0.10880829015544041,0
2024-07-13,P0063,Water Bottle 2,Sports,Bengaluru DC,South,321,289,32,32,0,0,17,314,131.56,0.0,0,Saturday,7,Summer,38.47,0,31.142857142857142,32.8,9.279816513761467,9.279816513761467,-0.050522648083623625,-32.0,529.4285714285714,-240.42857142857144,1,0.29733920367534467,0.10824742268041238,0
2024-07-14,P0063,Water Bottle 2,Sports,Bengaluru DC,South,289,255,34,34,0,0,11,314,131.56,0.0,0,Sunday,7,Summer,34.15,0,30.857142857142858,32.7,8.26388888888889,8.26388888888889,-0.05635648754914817,-34.0,339.42857142857144,-84.42857142857144,1,0.2968512176560122,0.1076923076923077,0
2024-07-15,P0063,Water Bottle 2,Sports,Bengaluru DC,South,255,227,28,28,0,0,14,314,131.56,0.0,0,Monday,7,Summer,33.84,0,30.714285714285715,32.666666666666664,7.390697674418605,7.390697674418605,-0.0597667638483964,-28.0,430.0,-203.0,1,0.29587901701323255,0.10714285714285714,0
2024-07-16,P0063,Water Bottle 2,Sports,Bengaluru DC,South,227,201,26,26,0,0,11,314,131.56,0.0,0,Tuesday,7,Summer,35.7,0,31.0,32.63333333333333,6.483870967741935,6.483870967741935,-0.050051072522982624,-26.0,341.0,-140.0,1,0.2963802181271156,0.1065989847715736,1
2024-07-17,P0063,Water Bottle 2,Sports,Bengaluru DC,South,201,175,26,26,0,0,11,314,131.56,0.0,0,Wednesday,7,Summer,31.95,0,29.714285714285715,32.46666666666667,5.889423076923077,5.889423076923077,-0.08477559401584045,-26.0,326.8571428571429,-151.8571428571429,1,0.29736152694610796,0.10606060606060606,1
2024-07-18,P0063,Water Bottle 2,Sports,Bengaluru DC,South,175,140,35,35,0,0,11,314,131.56,0.0,0,Thursday,7,Summer,30.96,0,27.857142857142858,32.666666666666664,5.0256410256410255,5.0256410256410255,-0.14723032069970837,-35.0,306.42857142857144,-166.42857142857144,1,0.29833333333333345,0.10552763819095477,1
2024-07-19,P0063,Water Bottle 2,Sports,Bengaluru DC,South,140,111,29,29,0,0,11,314,131.56,0.0,0,Friday,7,Summer,39.58,0,29.142857142857142,32.833333333333336,3.808823529411765,3.808823529411765,-0.11240029006526477,-29.0,320.57142857142856,-209.57142857142856,1,0.29713228492136917,0.105,1
2024-07-20,P0063,Water Bottle 2,Sports,Bengaluru DC,South,111,82,29,29,0,0,11,314,131.56,0.0,0,Saturday,7,Summer,37.0,0,30.0,32.86666666666667,2.7333333333333334,2.7333333333333334,-0.08722109533468561,-29.0,330.0,-248.0,1,0.29737762237762244,0.1044776119402985,1
2024-07-21,P0063,Water Bottle 2,Sports,Bengaluru DC,South,82,38,44,44,0,0,11,314,131.56,0.0,0,Sunday,7,Summer,38.91,0,29.571428571428573,32.9,1.285024154589372,1.285024154589372,-0.1011723838471558,-44.0,325.2857142857143,-287.2857142857143,1,0.2976203551162365,0.10396039603960396,1
2024-07-22,P0063,Water Bottle 2,Sports,Bengaluru DC,South,38,3,35,35,0,0,17,314,131.56,0.0,0,Monday,7,Summer,36.32,0,31.0,33.06666666666667,0.0967741935483871,0.0967741935483871,-0.0625000000000001,-35.0,527.0,-524.0,1,0.2943254040312331,0.10344827586206896,1
2024-07-23,P0063,Water Bottle 2,Sports,Bengaluru DC,South,3,0,34,3,31,0,11,314,131.56,0.0,0,Tuesday,7,Summer,29.35,1,32.0,32.96666666666667,0.0,0.0,-0.029322548028311482,-3.0,352.0,-352.0,1,0.2931793576326237,0.10294117647058823,1
2024-07-24,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,39,0,39,0,11,314,131.56,0.0,0,Wednesday,7,Summer,29.58,1,33.142857142857146,32.733333333333334,0.0,0.0,0.012510910677916851,0.0,364.5714285714286,-364.5714285714286,1,0.2922794117647059,0.1073170731707317,1
2024-07-25,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,23,0,23,0,11,314,131.56,0.0,0,Thursday,7,Summer,32.94,1,35.0,32.833333333333336,0.0,0.0,0.06598984771573596,0.0,385.0,-385.0,1,0.29024042742653616,0.11165048543689321,1
2024-07-26,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,28,0,28,0,11,314,131.56,0.0,0,Friday,7,Summer,31.19,1,33.285714285714285,32.3,0.0,0.0,0.030517470145953178,0.0,366.1428571428571,-366.1428571428571,1,0.29188542036183057,0.11594202898550725,1
2024-07-27,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,23,0,23,0,11,314,131.56,0.0,0,Saturday,7,Summer,39.58,1,33.142857142857146,32.06666666666667,0.0,0.0,0.03356103356103355,0.0,364.5714285714286,-364.5714285714286,1,0.29237557359689376,0.1201923076923077,1
2024-07-28,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,31,0,31,0,11,314,131.56,0.0,0,Sunday,7,Summer,34.29,1,32.285714285714285,31.8,0.0,0.0,0.015274034141958616,0.0,355.1428571428571,-355.1428571428571,1,0.29399718755493065,0.12440191387559808,1
2024-07-29,P0063,Water Bottle 2,Sports,Bengaluru DC,South,0,0,32,0,32,0,17,314,131.56,0.0,0,Monday,7,Summer,28.63,1,30.428571428571427,32.0,0.0,0.0,-0.049107142857142905,0.0,517.2857142857142,-517.2857142857142,1,0.29379370629370644,0.12857142857142856,0
2024-07-30,P0063,Water Bottle 2,Sports,Bengaluru DC,South,772,740,32,32,0,772,11,314,131.56,0.0,0,Tuesday,7,Summer,34.3,0,30.0,32.0,24.666666666666668,24.666666666666668,-0.0625,740.0,330.0,410.0,0,0.29336752433936036,0.13270142180094788,0
2024-07-31,P0063,Water Bottle 2,Sports,Bengaluru DC,South,740,705,35,35,0,0,15,314,131.56,0.0,0,Wednesday,7,Summer,35.46,0,29.714285714285715,31.833333333333332,23.725961538461537,23.725961538461537,-0.06656694091249059,-35.0,445.7142857142857,259.2857142857143,0,0.2929460580912864,0.1320754716981132,0
2024-08-01,P0063,Water Bottle 2,Sports,Bengaluru DC,South,705,686,19,19,0,0,11,314,131.56,0.0,0,Thursday,8,Summer,23.99,0,29.142857142857142,31.833333333333332,23.53921568627451,23.53921568627451,-0.0845175766641735,-19.0,320.57142857142856,365.42857142857144,0,0.2918628630348858,0.13145539906103287,0
2024-08-02,P0063,Water Bottle 2,Sports,Bengaluru DC,South,686,670,16,16,0,0,11,314,131.56,0.0,0,Friday,8,Summer,22.94,0,28.571428571428573,31.2,23.45,23.45,-0.08424908424908419,-16.0,314.2857142857143,355.7142857142857,0,0.2943302500856459,0.1308411214953271,0
2024-08-03,P0063,Water Bottle 2,Sports,Bengaluru DC,South,670,642,28,28,0,0,15,314,131.56,0.0,0,Saturday,8,Summer,28.98,0,26.857142857142858,30.7,23.904255319148934,23.904255319148934,-0.1251744997673336,-28.0,402.8571428571429,239.1428571428571,0,0.2974461906388795,0.13023255813953488,0
2024-08-04,P0063,Water Bottle 2,Sports,Bengaluru DC,South,642,616,26,26,0,0,11,314,131.56,0.0,0,Sunday,8,Summer,31.2,0,27.571428571428573,30.7,22.341968911917096,22.341968911917096,-0.10190786412284776,-26.0,303.2857142857143,312.7142857142857,0,0.2978918735124108,0.12962962962962962,0
2024-08-05,P0063,Water Bottle 2,Sports,Bengaluru DC,South,616,599,17,17,0,0,11,314,131.56,0.0,0,Monday,8,Summer,20.02,0,26.857142857142858,30.066666666666666,22.3031914893617,22.3031914893617,-0.10674691162496037,-17.0,295.42857142857144,303.57142857142856,0,0.29877285037237655,0.12903225806451613,0
2024-08-06,P0063,Water Bottle 2,Sports,Bengaluru DC,South,599,566,33,33,0,0,11,314,131.56,0.0,0,Tuesday,8,Summer,24.67,0,24.714285714285715,29.5,22.90173410404624,22.90173410404624,-0.16222760290556898,-33.0,271.8571428571429,294.1428571428571,0,0.301620253164557,0.12844036697247707,0
2024-08-07,P0063,Water Bottle 2,Sports,Bengaluru DC,South,566,542,24,24,0,0,11,314,131.56,0.0,0,Wednesday,8,Summer,22.25,0,24.857142857142858,29.433333333333334,21.804597701149426,21.804597701149426,-0.15547646011972172,-24.0,273.42857142857144,268.57142857142856,0,0.3009483048002686,0.1278538812785388,0
2024-08-08,P0063,Water Bottle 2,Sports,Bengaluru DC,South,542,521,21,21,0,0,11,314,131.56,0.15,1,Thursday,8,Summer,22.33,0,23.285714285714285,29.366666666666667,22.37423312883436,22.37423312883436,-0.20706988811415603,-21.0,256.1428571428571,264.8571428571429,0,0.3022400534938149,0.12727272727272726,0
2024-08-09,P0063,Water Bottle 2,Sports,Bengaluru DC,South,521,508,13,13,0,0,11,314,131.56,0.0,0,Friday,8,Summer,21.07,0,23.571428571428573,28.9,21.55151515151515,21.55151515151515,-0.18437963420662373,-13.0,259.2857142857143,248.71428571428572,0,0.27366225661110316,0.12669683257918551,0
2024-08-10,P0063,Water Bottle 2,Sports,Bengaluru DC,South,508,484,24,24,0,0,17,314,131.56,0.0,0,Saturday,8,Summer,25.7,0,23.142857142857142,28.033333333333335,20.91358024691358,20.91358024691358,-0.17445218277560734,-24.0,393.42857142857144,90.57142857142856,0,0.27725485523650656,0.12612612612612611,0
2024-08-11,P0063,Water Bottle 2,Sports,Bengaluru DC,South,484,448,36,36,0,0,11,314,131.56,0.0,0,Sunday,8,Summer,29.56,0,22.571428571428573,27.966666666666665,19.848101265822784,19.848101265822784,-0.19291673761280426,-36.0,248.2857142857143,199.7142857142857,0,0.2784911273032224,0.12556053811659193,0
2024-08-12,P0063,Water Bottle 2,Sports,Bengaluru DC,South,448,421,27,27,0,0,11,314,131.56,0.0,0,Monday,8,Summer,22.28,0,24.0,28.4,17.541666666666668,17.541666666666668,-0.1549295774647887,-27.0,264.0,157.0,0,0.2771813927883292,0.125,0
2024-08-13,P0063,Water Bottle 2,Sports,Bengaluru DC,South,421,399,22,22,0,0,16,314,131.56,0.0,0,Tuesday,8,Summer,25.97,0,25.428571428571427,28.233333333333334,15.691011235955058,15.691011235955058,-0.0993422162253332,-22.0,406.85714285714283,-7.857142857142833,0,0.277775167942876,0.12444444444444444,0
2024-08-14,P0063,Water Bottle 2,Sports,Bengaluru DC,South,399,383,16,16,0,0,13,314,131.56,0.0,0,Wednesday,8,Summer,27.95,0,23.857142857142858,27.833333333333332,16.05389221556886,16.05389221556886,-0.1428571428571428,-16.0,310.14285714285717,72.85714285714283,0,0.2794108469075703,0.12389380530973451,0
2024-08-15,P0063,Water Bottle 2,Sports,Bengaluru DC,South,383,356,27,27,0,0,13,314,131.56,0.0,0,Thursday,8,Summer,27.81,0,22.714285714285715,27.433333333333334,15.672955974842766,15.672955974842766,-0.17201874674535667,-27.0,295.2857142857143,60.71428571428572,0,0.28229069405539997,0.12334801762114538,0
2024-08-16,P0063,Water Bottle 2,Sports,Bengaluru DC,South,356,337,19,19,0,0,14,314,131.56,0.0,0,Friday,8,Summer,23.07,0,23.571428571428573,27.466666666666665,14.296969696969697,14.296969696969697,-0.14181692094313442,-19.0,330.0,7.0,0,0.28285574844872063,0.12280701754385964,0
2024-08-17,P0063,Water Bottle 2,Sports,Bengaluru DC,South,337,314,23,23,0,0,17,314,131.56,0.0,0,Saturday,8,Summer,28.98,0,24.428571428571427,27.233333333333334,12.853801169590644,12.853801169590644,-0.10299003322259145,-23.0,415.2857142857143,-101.28571428571428,1,0.2850810126191248,0.1222707423580786,0
2024-08-18,P0063,Water Bottle 2,Sports,Bengaluru DC,South,314,279,35,35,0,0,11,314,131.56,0.0,0,Sunday,8,Summer,29.96,0,24.285714285714285,26.833333333333332,11.488235294117647,11.488235294117647,-0.09494232475598935,-35.0,267.1428571428571,11.85714285714289,1,0.28646061753187296,0.12173913043478261,0
2024-08-19,P0063,Water Bottle 2,Sports,Bengaluru DC,South,279,253,26,26,0,0,11,314,131.56,0.1,1,Monday,8,Summer,29.26,0,24.142857142857142,27.033333333333335,10.479289940828403,10.479289940828403,-0.10692267042452007,-26.0,265.57142857142856,-12.571428571428555,1,0.2853470437017994,0.12121212121212122,0
2024-08-20,P0063,Water Bottle 2,Sports,Bengaluru DC,South,253,233,20,20,0,0,14,314,131.56,0.0,0,Tuesday,8,Summer,21.34,0,24.0,26.933333333333334,9.708333333333334,9.708333333333334,-0.10891089108910892,-20.0,336.0,-103.0,1,0.2667971488665576,0.1206896551724138,0
2024-08-21,P0063,Water Bottle 2,Sports,Bengaluru DC,South,233,196,37,37,0,0,11,314,131.56,0.0,0,Wednesday,8,Summer,30.37,0,23.714285714285715,26.133333333333333,8.265060240963855,8.265060240963855,-0.09256559766763843,-37.0,260.8571428571429,-64.85714285714289,1,0.26875254790053,0.12017167381974249,1
2024-08-22,P0063,Water Bottle 2,Sports,Bengaluru DC,South,196,166,30,30,0,0,14,314,131.56,0.0,0,Thursday,8,Summer,33.41,0,26.714285714285715,26.2,6.213903743315508,6.213903743315508,0.01962922573609603,-30.0,374.0,-208.0,1,0.26725622729443776,0.11965811965811966,1
2024-08-23,P0063,Water Bottle 2,Sports,Bengaluru DC,South,166,140,26,26,0,0,13,314,131.56,0.0,0,Friday,8,Summer,30.83,0,27.142857142857142,26.066666666666666,5.157894736842105,5.157894736842105,0.041286079649251,-26.0,352.85714285714283,-212.85714285714283,1,0.2671814004407889,0.11914893617021277,1
